Questionnaire Name,Account Number,Account Name,Country,CDP Region,ParentSection,Section,Question Number,Question Name,Row Number,Water security risk drivers,Anticipated timescale,Estimated magnitude of potential impact,Estimated probability of impact,Risk description
Cities 2021,60320,Prefeitura de Presidente Prudente,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Increased water stress,Current,Serious,,
Cities 2021,60337,Prefeitura de Quissamã,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,60348,Prefeitura de São José dos Pinhais,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,60349,Prefeitura de São Leopoldo,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water stress,Medium-term (by 2050),Less Serious,Medium-high,Ciclos climatológicos e hidrológicos de sazonalidade e estiagem durante os períodos de verão afetam o disponibilidade de água.
Cities 2021,60349,Prefeitura de São Leopoldo,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Increased water demand,Long-term (after 2050),Less Serious,Medium-low,"Apesar da tendência no aumento gradual da demanda de água por aumento da população, por aumento de setores comerciais e industriais e/ou diminuição de oferta do manancial foram adotadas medidas de aumento significativo da capacidade de captação, com projetos já instalado ."
Cities 2021,60349,Prefeitura de São Leopoldo,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,3,Inadequate or ageing water supply infrastructure,Current,Less Serious,Medium-low,"Parte da cidade conta com sistema de distribuição de água muito antigo, causando perdas por vazamento da rede de distribuição. Os investimentos para substituição e modernização da rede ocorrem gradativamente a mediada que estas rede apresentam problemas mais graves."
Cities 2021,60349,Prefeitura de São Leopoldo,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,4,Higher water prices,Medium-term (by 2050),Less Serious,Medium-low,A implantação de um sistema de regulação e de outorga tende a onerar e disciplina o serviço de abastecimento de água. Ocorre uma inclinação de aumento de  preços dos serviços de abastecimento de água por conta dos efeitos do aquecimento global e redução da demanda.
Cities 2021,60349,Prefeitura de São Leopoldo,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,5,Drought,Current,Serious,Medium-high,"Os cenários climáticos futuros mais otimistas apontam para o acentuamento dos fenômenos climáticos extremos e para o aumento da precipitação pluviométrica no sul do país. Dentre os eventos climáticos recorrentes estão os prolongados períodos de seca no estado, principalmente na sua metade sul, não obstante estes períodos de escassez de água é notadamente verificada na nossa bacia hidrográfica."
Cities 2021,60349,Prefeitura de São Leopoldo,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,6,"Other, please specify: Novo Marco Regulatório do Saneamento Básico",Current,Serious,Medium-high,"O novo marco prevê abertura comercial para o setor de água e esgoto, estabelece como meta obrigatória para as empresas que assumirem os serviços, comprometendo a continuidade de um serviço público com controle popular o que tende, em um futuro próximo, o aumento de preços e onerará precarização do sistema, tornado as metas do Plano Nacional de Saneamento Básico (Plansab) mais difíceis de serem alcançadas."
Cities 2021,60349,Prefeitura de São Leopoldo,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,7,,,,,
Cities 2021,60351,Prefeitura de Sobral,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,60361,Prefeitura de Tangará da Serra,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water stress,Medium-term (by 2050),Serious,,"Seca prolongada nos meses de agosto a dezembro, ou seja, temos um risco de desabastecimento em decorrência de uma seca prolongada."
